1,3340921.000000
2,2195949.000000
3,1376351.000000
4,1142505.000000
5,1075906.000000
6,1001822.000000
7,914712.000000
8,863846.000000
9,810425.000000
10,761930.000000
11,735581.000000
12,703335.000000
13,678200.000000
14,655524.000000
15,640426.000000
16,619565.000000
17,602053.000000
18,581197.000000
19,567172.000000
20,552011.000000
21,537286.000000
22,528443.000000
23,518231.000000
24,505538.000000
25,495722.000000
26,484638.000000
27,473839.000000
28,464441.000000
29,453738.000000
30,445486.000000
31,437378.000000
32,428937.000000
33,421643.000000
34,413438.000000
35,406894.000000
36,401038.000000
37,395657.000000
38,390360.000000
39,384197.000000
40,377582.000000
41,371759.000000
42,365459.000000
43,358874.000000
44,353455.000000
45,346167.000000
46,340562.000000
47,336164.000000
48,332168.000000
49,327323.000000
50,323493.000000
51,318677.000000
52,314699.000000
53,311080.000000
54,307294.000000
55,303427.000000
56,299856.000000
57,296721.000000
58,293773.000000
59,290167.000000
60,286928.000000
61,284196.000000
62,281241.000000
63,278940.000000
64,275699.000000
65,272988.000000
66,270470.000000
67,267499.000000
68,265181.000000
69,262759.000000
70,260388.000000
71,257989.000000
72,254907.000000
73,251986.000000
74,249131.000000
75,246579.000000
76,244388.000000
77,242315.000000
78,239973.000000
79,237898.000000
80,235942.000000
81,233204.000000
82,231188.000000
83,229193.000000
84,227140.000000
85,225151.000000
86,223183.000000
87,220503.000000
88,218643.000000
89,216817.000000
90,215003.000000
91,212925.000000
92,210439.000000
93,208656.000000
94,206730.000000
95,205001.000000
96,203128.000000
97,201105.000000
98,199418.000000
99,197416.000000
100,195610.000000
101,194064.000000
102,192489.000000
103,190773.000000
104,189241.000000
105,187649.000000
106,185838.000000
107,184428.000000
108,183048.000000
109,181669.000000
110,180205.000000
111,178845.000000
112,177651.000000
113,176297.000000
114,174964.000000
115,173638.000000
116,172176.000000
117,170974.000000
118,169663.000000
119,168342.000000
120,167024.000000
121,165710.000000
122,164400.000000
123,163169.000000
124,161670.000000
125,160454.000000
126,159259.000000
127,157489.000000
128,155795.000000
129,154636.000000
130,153237.000000
131,151722.000000
132,150594.000000
133,149476.000000
134,148185.000000
135,146889.000000
136,145818.000000
137,144753.000000
138,143701.000000
139,142679.000000
140,141671.000000
141,140670.000000
142,139690.000000
143,138722.000000
144,137759.000000
145,136803.000000
146,135852.000000
147,135162.000000
148,134184.000000
149,133238.000000
150,132293.000000
151,131326.000000
152,130311.000000
153,129150.000000
154,128249.000000
155,127351.000000
156,126473.000000
157,125602.000000
158,124580.000000
159,123718.000000
160,122856.000000
161,121999.000000
162,121158.000000
163,120324.000000
164,119439.000000
165,118265.000000
166,117584.000000
167,116770.000000
168,115958.000000
169,115151.000000
170,114353.000000
171,113565.000000
172,112571.000000
173,111774.000000
174,111020.000000
175,110267.000000
176,109488.000000
177,108743.000000
178,107860.000000
179,107115.000000
180,106419.000000
181,105684.000000
182,104968.000000
183,104253.000000
184,103540.000000
185,102802.000000
186,102107.000000
187,101259.000000
188,100569.000000
189,99944.000000
190,99370.000000
191,98702.000000
192,98034.000000
193,97380.000000
194,96650.000000
195,95909.000000
196,95250.000000
197,94601.000000
198,93956.000000
199,93294.000000
200,92656.000000
201,92026.000000
202,91402.000000
203,90781.000000
204,90172.000000
205,89574.000000
206,88931.000000
207,88407.000000
208,87827.000000
209,87098.000000
210,86520.000000
211,85943.000000
212,85366.000000
213,84786.000000
214,84216.000000
215,83648.000000
216,83156.000000
217,82591.000000
218,82030.000000
219,81471.000000
220,80918.000000
221,80369.000000
222,79695.000000
223,79111.000000
224,78565.000000
225,78019.000000
226,77474.000000
227,76929.000000
228,76386.000000
229,75858.000000
230,75331.000000
231,74804.000000
232,74281.000000
233,73762.000000
234,73250.000000
235,72738.000000
236,72230.00000
