1,1.09338E+12
2,4.18415E+11
3,2.35E+11
4,1.96705E+11
5,1.37518E+11
6,1.16695E+11
7,1.07247E+11
8,89135687980
9,84969518517
10,82372719448
11,71558357860
12,67155919351
13,66969693488
14,81760711259
15,81551618315
16,81380275868
17,81267281594
18,81036947031
19,65778186842
20,80823986896
21,62912891444
22,65571296764
23,80731804667
24,65532157711
25,65494383864
26,62689992524
27,62675816544
28,62662186828
29,62673521979
30,62510933990
31,62480861270
32,62255653244
33,62133156398
34,62424953307
35,62023503769
36,62195782956
37,62125317362
38,62029256536
39,61881863782
40,62066006962
41,62092612220
42,61832882825
43,33620527580
44,61890710737
45,33343933353
46,33181662559
47,33279569268
48,33302402692
49,61814122457
50,61813762018
51,61792391761
52,61792285455
53,33346728675
54,33512921716
55,33510306208
56,43184077836
57,33392964689
58,43183196792
59,43187515533
60,61767400667
61,61777392921
62,61791195946
63,61765855108
64,61780025123
65,61779905227
66,61779564859
67,61761207078
68,61722042385
69,61761049700
70,33218558435
71,33218055934
72,33223462014
73,33223311218
74,33223284881
75,33029800897
76,33205763804
77,33217948921
78,33156176961
79,33156093109
80,33366097951
81,33366066453
82,33397444876
83,43153904921
84,43153892270
85,43108643792
86,43169105229
87,33346658395
88,33346675961
89,33346633980
90,33346632342
91,33142649002
92,33148291800
93,43117428880
94,43015808653
95,43015790991
96,33145664777
97,33146028496
98,33110257948
99,33110233137
100,33110204657
101,33110201145
102,33175312522
103,33175286913
104,33159921088
105,33061977576
106,33062118221
107,33061854685
108,33027535930
109,33027401755
110,33171989608
111,33157527939
112,33174624652
113,33174372852
114,33174322594
115,33174300945
116,33117510563
117,33117489641
118,33117486317
119,33117456269
120,33117446571
121,33117446094
122,33117442658
123,33117219579
124,33117218978
125,33136371329
126,33136365037
127,33136361268
128,33136215171
129,33136194976
130,32992055217
131,32989850546
132,32989842729
133,32989782149
134,32989748017
135,32989741452
136,32943994585
137,32943634908
138,32943608796
139,32946891222
140,32946883140
141,32946534097
142,32954129793
143,32954127640
144,32953940509
145,32953928192
146,32948251039
147,32948234346
148,32948231961
149,32948227631
150,32948195805
151,33106768415
152,32691792977
153,32954437935
154,33116947590
155,32960387956
156,32856110272
157,32968968303
158,33137417595
159,32955650030
160,32965781692
161,32950844655
162,32825377644
163,32926493100
164,32710548432
165,32688274382
166,32682732642
167,32959917870
168,32813210074
169,32769474985
170,32950941395
171,32908935449
172,32934351839
173,33039368804
174,32930707747
175,32932470040
176,33029060992
177,33031249734
178,33043992026
179,33043190293
180,33042075121
181,32731679700
182,32620329489
183,32866441539
184,32865611426
185,32865298192
186,32839652135
187,32835513578
188,32834519182
189,32740125708
190,32615171431
191,32553902226
192,32563471192
193,32559694383
194,32559692216
195,32594572240
196,32337244359
197,32592187416
198,32189131552
199,32460534159
200,32187781621
201,32186229452
202,32422989708
203,32422177483
204,32388586569
205,32387393138
206,32387278914
207,32387278801
208,32387105631
209,32386464553
210,32386407981
211,32386207381
212,32386433302
213,32377033738
214,32376753472
215,32377016327
216,32283570841
217,32283380993
218,32283287960
219,32282702892
220,32282097087
221,32281991323
222,32290797868
223,32289972394
224,32289972282
225,32289858312
226,32289656047
227,32289629533
228,32289383520
229,32289335757
230,32289185897
231,32289179494
232,32289125167
233,32289065762
234,32314692694
235,32314610278
236,32314557147
237,32314523054
238,32313028100
239,32313023363
240,32769246924
241,32769189651
242,32570126368
243,32570420924
244,32570359601
245,32596947570
246,32500893617
247,32310422978
248,32310401323
249,32310199758
250,32310139122
251,32310110806
252,32310034484
253,32502091690
254,32502034228
255,32501962190
256,32501945290
257,32501931369
258,32501929975
259,32501914062
260,32573143278
261,32571768907
262,32571747503
263,32571695023
264,32571055599
265,32571009515
266,32570987314
267,32335874063
268,32336985122
269,32338537283
270,32338529510
271,32336671903
272,32337592325
273,32337576507
274,32337461656
275,32337442376
276,32337439403
277,32337420457
278,32337414041
279,32337404645
280,32337404280
281,32337391336
282,32337302892
283,32337477271
284,32337417997
285,32337287849
286,32337285320
287,32337284118
288,32336689096
289,32195481631
290,32195479311
291,32195471686
292,32195454424
293,32195439671
294,32418881311
295,32418773393
296,32418773380
297,32417829656
298,32417797666
299,32417792373
300,32110463762
301,32104141210
302,32104113528
303,32188589627
304,32198913915
305,32196922975
306,32198416498
307,32184134842
308,32221943457
309,32168301836
310,32162596119
311,32046118128
312,32036412693
313,32022411833
314,32104935579
315,32142344444
316,32140743211
317,32130066529
318,32125023949
319,32136021353
320,32128029872
321,32128680327
322,32121956978
323,32117148781
324,32116245485
325,32115865036
326,32115266383
327,31972350749
328,31972057222
329,31968634158
330,31968942350
331,31972346677
332,31966807581
333,31950209319
334,31950232084
335,31965297798
336,31938176748
337,31937523496
338,31937262913
339,31935748633
340,31934462222
341,31946507224
342,31919624174
343,31918500083
344,31911364363
345,31914657184
346,31914574602
347,31914870793
348,31914738642
349,31906635146
350,31905885795
351,31904366132
352,31906178133
353,31905822387
